,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
260,2016,CA,California,Los Angeles,Census Tract,0644000-06037132101,CrdPrv,12.0,10.7,13.1,"4,259","(34.1902624666, -118.495655214)",644000.0,6037132101
261,2016,CA,California,Los Angeles,Census Tract,0644000-06037132102,CrdPrv,12.7,11.7,13.7,"5,310","(34.2020957642, -118.497369113)",644000.0,6037132102
262,2016,CA,California,Los Angeles,Census Tract,0644000-06037132300,CrdPrv,13.4,12.2,14.6,"6,494","(34.1974432832, -118.527325296)",644000.0,6037132300
263,2016,CA,California,Los Angeles,Census Tract,0644000-06037132501,CrdPrv,12.4,11.4,13.6,"3,763","(34.1974265522, -118.548705825)",644000.0,6037132501
264,2016,CA,California,Los Angeles,Census Tract,0644000-06037132502,CrdPrv,14.5,13.4,15.8,"3,672","(34.190810869, -118.548450129)",644000.0,6037132502
265,2016,CA,California,Los Angeles,Census Tract,0644000-06037132700,CrdPrv,14.6,13.3,15.9,"4,912","(34.1899650373, -118.526177582)",644000.0,6037132700
266,2016,CA,California,Los Angeles,Census Tract,0644000-06037132900,CrdPrv,11.3,10.5,12.1,"3,461","(34.183476015, -118.527826288)",644000.0,6037132900
267,2016,CA,California,Los Angeles,Census Tract,0644000-06037133000,CrdPrv,12.8,11.8,14.0,"4,449","(34.1953354274, -118.557733304)",644000.0,6037133000
268,2016,CA,California,Los Angeles,Census Tract,0644000-06037133100,CrdPrv,12.4,11.3,13.7,"5,446","(34.1846167893, -118.544083718)",644000.0,6037133100
269,2016,CA,California,Los Angeles,Census Tract,0644000-06037134001,CrdPrv,16.3,14.5,18.1,"3,765","(34.2017751784, -118.590647183)",644000.0,6037134001
270,2016,CA,California,Los Angeles,Census Tract,0644000-06037134002,CrdPrv,13.3,12.3,14.4,"3,372","(34.201673831, -118.585633025)",644000.0,6037134002
271,2016,CA,California,Los Angeles,Census Tract,0644000-06037134101,CrdPrv,13.0,11.9,14.0,"4,922","(34.2143035178, -118.566643267)",644000.0,6037134101
272,2016,CA,California,Los Angeles,Census Tract,0644000-06037134103,CrdPrv,12.3,11.4,13.2,"4,193","(34.2162595067, -118.579904533)",644000.0,6037134103
273,2016,CA,California,Los Angeles,Census Tract,0644000-06037134104,CrdPrv,11.1,10.1,12.0,"4,322","(34.2119534107, -118.575384748)",644000.0,6037134104
274,2016,CA,California,Los Angeles,Census Tract,0644000-06037134201,CrdPrv,11.6,10.7,12.5,"4,270","(34.213619873, -118.591180118)",644000.0,6037134201
275,2016,CA,California,Los Angeles,Census Tract,0644000-06037134302,CrdPrv,10.3,9.5,11.2,"3,732","(34.2142754589, -118.620512677)",644000.0,6037134302
276,2016,CA,California,Los Angeles,Census Tract,0644000-06037134303,CrdPrv,11.4,10.7,12.2,"5,057","(34.203504274, -118.613484305)",644000.0,6037134303
277,2016,CA,California,Los Angeles,Census Tract,0644000-06037134304,CrdPrv,10.6,9.7,11.5,"2,882","(34.2139331058, -118.610286797)",644000.0,6037134304
278,2016,CA,California,Los Angeles,Census Tract,0644000-06037134305,CrdPrv,18.9,17.1,20.7,"3,847","(34.2176340224, -118.601695245)",644000.0,6037134305
279,2016,CA,California,Los Angeles,Census Tract,0644000-06037134306,CrdPrv,11.4,10.4,12.3,"3,498","(34.2119147973, -118.601702076)",644000.0,6037134306
280,2016,CA,California,Los Angeles,Census Tract,0644000-06037134421,CrdPrv,8.7,7.9,9.6,"3,941","(34.2020230909, -118.647139921)",644000.0,6037134421
281,2016,CA,California,Los Angeles,Census Tract,0644000-06037134422,CrdPrv,9.4,8.7,10.3,"4,684","(34.2033575621, -118.63136768)",644000.0,6037134422
282,2016,CA,California,Los Angeles,Census Tract,0644000-06037134423,CrdPrv,8.9,7.9,9.8,"3,414","(34.2140522629, -118.633433873)",644000.0,6037134423
283,2016,CA,California,Los Angeles,Census Tract,0644000-06037134424,CrdPrv,8.7,7.7,10.0,"2,887","(34.2124811028, -118.653808952)",644000.0,6037134424
284,2016,CA,California,Los Angeles,Census Tract,0644000-06037134520,CrdPrv,14.6,12.9,16.3,"5,453","(34.1973916838, -118.599330236)",644000.0,6037134520
285,2016,CA,California,Los Angeles,Census Tract,0644000-06037134521,CrdPrv,17.1,15.0,19.0,"3,126","(34.2046284228, -118.595209853)",644000.0,6037134521
286,2016,CA,California,Los Angeles,Census Tract,0644000-06037134522,CrdPrv,15.8,14.1,17.4,"3,954","(34.2046744401, -118.601718335)",644000.0,6037134522
287,2016,CA,California,Los Angeles,Census Tract,0644000-06037134710,CrdPrv,16.3,14.6,17.9,"5,287","(34.2046306845, -118.579146875)",644000.0,6037134710
288,2016,CA,California,Los Angeles,Census Tract,0644000-06037134720,CrdPrv,11.9,10.9,13.0,"4,594","(34.2046448544, -118.568812052)",644000.0,6037134720
289,2016,CA,California,Los Angeles,Census Tract,0644000-06037134800,CrdPrv,12.1,11.0,13.1,"5,949","(34.1963034858, -118.571341973)",644000.0,6037134800
290,2016,CA,California,Los Angeles,Census Tract,0644000-06037134901,CrdPrv,11.0,10.2,11.9,"3,069","(34.1868345331, -118.561106215)",644000.0,6037134901
291,2016,CA,California,Los Angeles,Census Tract,0644000-06037134903,CrdPrv,13.3,12.0,14.7,"4,216","(34.1914580819, -118.592679393)",644000.0,6037134903
292,2016,CA,California,Los Angeles,Census Tract,0644000-06037134904,CrdPrv,12.1,11.0,13.3,"4,338","(34.1911257579, -118.580534641)",644000.0,6037134904
